id,queue_id,pmid,doi,evidence_domain,candidate_modality,source_location,matched_terms,candidate_signal,suggested_evidence_grade,confidence_label,validation_status,curator_decision,redistribution_level,source_title
129,289,41457341,10.1177/01926233251404016,toxicity,ASO/siRNA,PubMed abstract sentence 5,toxicity;toxic;hepatotoxicity,"toxicity candidate; matched derived terms: toxicity, toxic, hepatotoxicity; source title: Proceedings of the 2024 Classic Examples in Toxicologic Pathology XXXI.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Proceedings of the 2024 Classic Examples in Toxicologic Pathology XXXI.
136,308,41012491,10.3390/pharmaceutics17091154,chemistry,siRNA,PubMed abstract sentence 1,galnac;lna;conjugate,"chemistry candidate; matched derived terms: galnac, lna, conjugate; source title: Whole-Body Physiologically Based Pharmacokinetic-Pharmacodynamic Modeling for Interspecies Translation and Mechanistic Characterization of Plasma and Tissue Disposition of GalNAc-siRNAs.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Whole-Body Physiologically Based Pharmacokinetic-Pharmacodynamic Modeling for Interspecies Translation and Mechanistic Characterization of Plasma and Tissue Disposition of GalNAc-siRNAs.
137,309,41012491,10.3390/pharmaceutics17091154,delivery,siRNA,PubMed abstract sentence 1,galnac;conjugated,"delivery candidate; matched derived terms: galnac, conjugated; source title: Whole-Body Physiologically Based Pharmacokinetic-Pharmacodynamic Modeling for Interspecies Translation and Mechanistic Characterization of Plasma and Tissue Disposition of GalNAc-siRNAs.",C,high_candidate,curator_rejected,reject,derived_annotations_only,Whole-Body Physiologically Based Pharmacokinetic-Pharmacodynamic Modeling for Interspecies Translation and Mechanistic Characterization of Plasma and Tissue Disposition of GalNAc-siRNAs.
138,310,41012491,10.3390/pharmaceutics17091154,assay,siRNA,PubMed abstract sentence 4,preclinical;model,"assay candidate; matched derived terms: preclinical, model; source title: Whole-Body Physiologically Based Pharmacokinetic-Pharmacodynamic Modeling for Interspecies Translation and Mechanistic Characterization of Plasma and Tissue Disposition of GalNAc-siRNAs.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Whole-Body Physiologically Based Pharmacokinetic-Pharmacodynamic Modeling for Interspecies Translation and Mechanistic Characterization of Plasma and Tissue Disposition of GalNAc-siRNAs.
140,314,40962198,10.1016/j.ymeth.2025.09.005,chemistry,ASO,PubMed abstract sentence 2,phosphorothioate;2'-o,"chemistry candidate; matched derived terms: phosphorothioate, 2'-o; source title: Advancing antisense oligonucleotide delivery through click chemistry based chemical conjugation with designed short non-cationic peptides for Duchenne muscular dystrophy.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Advancing antisense oligonucleotide delivery through click chemistry based chemical conjugation with designed short non-cationic peptides for Duchenne muscular dystrophy.
141,315,40962198,10.1016/j.ymeth.2025.09.005,delivery,ASO,PubMed abstract sentence 3,delivery;uptake,"delivery candidate; matched derived terms: delivery, uptake; source title: Advancing antisense oligonucleotide delivery through click chemistry based chemical conjugation with designed short non-cationic peptides for Duchenne muscular dystrophy.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Advancing antisense oligonucleotide delivery through click chemistry based chemical conjugation with designed short non-cationic peptides for Duchenne muscular dystrophy.
143,321,40418024,10.1021/acs.analchem.5c01587,chemistry,siRNA,PubMed abstract sentence 3,galnac;lna;conjugate,"chemistry candidate; matched derived terms: galnac, lna, conjugate; source title: Differential Protein Precipitation-Based GalNAc-siRNA Sample Preparation with LC/MS Method Development Workflow in Plasma.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Differential Protein Precipitation-Based GalNAc-siRNA Sample Preparation with LC/MS Method Development Workflow in Plasma.
145,325,40317426,10.1007/s40262-025-01513-4,chemistry,siRNA,PubMed abstract sentence 1,galnac;lna;conjugate,"chemistry candidate; matched derived terms: galnac, lna, conjugate; source title: Prediction of Interspecies Translation for Targeting Delivery Coefficients of GalNAc-siRNA Silencing Apolipoprotein C-III Using a Mechanistic Minimal Physiologically Based Pharmacokinetic/Pharmacodynamic Model.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Prediction of Interspecies Translation for Targeting Delivery Coefficients of GalNAc-siRNA Silencing Apolipoprotein C-III Using a Mechanistic Minimal Physiologically Based Pharmacokinetic/Pharmacodynamic Model.
146,326,40317426,10.1007/s40262-025-01513-4,delivery,siRNA,PubMed abstract sentence 7,delivery;galnac;uptake,"delivery candidate; matched derived terms: delivery, galnac, uptake; source title: Prediction of Interspecies Translation for Targeting Delivery Coefficients of GalNAc-siRNA Silencing Apolipoprotein C-III Using a Mechanistic Minimal Physiologically Based Pharmacokinetic/Pharmacodynamic Model.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Prediction of Interspecies Translation for Targeting Delivery Coefficients of GalNAc-siRNA Silencing Apolipoprotein C-III Using a Mechanistic Minimal Physiologically Based Pharmacokinetic/Pharmacodynamic Model.
150,330,40317426,10.1007/s40262-025-01513-4,benchmark,siRNA,PubMed abstract sentence 5,model;dataset,"benchmark candidate; matched derived terms: model, dataset; source title: Prediction of Interspecies Translation for Targeting Delivery Coefficients of GalNAc-siRNA Silencing Apolipoprotein C-III Using a Mechanistic Minimal Physiologically Based Pharmacokinetic/Pharmacodynamic Model.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Prediction of Interspecies Translation for Targeting Delivery Coefficients of GalNAc-siRNA Silencing Apolipoprotein C-III Using a Mechanistic Minimal Physiologically Based Pharmacokinetic/Pharmacodynamic Model.
156,344,39861717,10.3390/pharmaceutics17010069,delivery,siRNA,PubMed abstract sentence 2,galnac;uptake,"delivery candidate; matched derived terms: galnac, uptake; source title: Whole-Body Physiologically Based Pharmacokinetic Modeling of GalNAc-Conjugated siRNAs.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Whole-Body Physiologically Based Pharmacokinetic Modeling of GalNAc-Conjugated siRNAs.
159,351,39911828,10.3389/fphar.2024.1481937,chemistry,ASO,PubMed abstract sentence 2,modified;phosphorothioate;2'-o,"chemistry candidate; matched derived terms: modified, phosphorothioate, 2'-o; source title: Characterizing the plasma protein binding profiles of chemistry diversified antisense oligonucleotides in human and mouse plasma using an ultrafiltration method.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Characterizing the plasma protein binding profiles of chemistry diversified antisense oligonucleotides in human and mouse plasma using an ultrafiltration method.
160,354,39168524,10.1124/dmd.124.001805,chemistry,siRNA,PubMed abstract sentence 2,galnac;lna;conjugate,"chemistry candidate; matched derived terms: galnac, lna, conjugate; source title: Nonclinical Pharmacokinetics Study of OLX702A-075-16, N-Acetylgalactosamine Conjugated Asymmetric Small Interfering RNA (GalNAc-asiRNA).",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,"Nonclinical Pharmacokinetics Study of OLX702A-075-16, N-Acetylgalactosamine Conjugated Asymmetric Small Interfering RNA (GalNAc-asiRNA)."
161,355,39168524,10.1124/dmd.124.001805,delivery,siRNA,PubMed abstract sentence 2,galnac;conjugated,"delivery candidate; matched derived terms: galnac, conjugated; source title: Nonclinical Pharmacokinetics Study of OLX702A-075-16, N-Acetylgalactosamine Conjugated Asymmetric Small Interfering RNA (GalNAc-asiRNA).",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,"Nonclinical Pharmacokinetics Study of OLX702A-075-16, N-Acetylgalactosamine Conjugated Asymmetric Small Interfering RNA (GalNAc-asiRNA)."
163,359,39128879,10.1002/anie.202409440,chemistry,ASO,PubMed abstract sentence 4,chemical;modification;phosphorothioate;conjugate,"chemistry candidate; matched derived terms: chemical, modification, phosphorothioate, conjugate; source title: Accessing Therapeutically-Relevant Multifunctional Antisense Oligonucleotide Conjugates Using Native Chemical Ligation.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Accessing Therapeutically-Relevant Multifunctional Antisense Oligonucleotide Conjugates Using Native Chemical Ligation.
166,368,38981217,10.1016/j.bmc.2024.117814,chemistry,ASO,PubMed abstract sentence 3,chemical;modified;conjugate,"chemistry candidate; matched derived terms: chemical, modified, conjugate; source title: In vitro screening of chemically synthesized dipeptide-antisense oligonucleotide conjugates to identify ligand molecules enhancing their activity.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,In vitro screening of chemically synthesized dipeptide-antisense oligonucleotide conjugates to identify ligand molecules enhancing their activity.
169,373,38841435,10.1016/j.heliyon.2024.e31924,chemistry,siRNA,PubMed abstract sentence 7,galnac;lna,"chemistry candidate; matched derived terms: galnac, lna; source title: Analysis of the pharmacokinetics and efficacy of RBD1016 - A GalNAc-siRNA targeting Hepatitis B Virus X gene using semi-mechanistic PK/PD model.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Analysis of the pharmacokinetics and efficacy of RBD1016 - A GalNAc-siRNA targeting Hepatitis B Virus X gene using semi-mechanistic PK/PD model.
170,374,38841435,10.1016/j.heliyon.2024.e31924,delivery,siRNA,PubMed abstract sentence 2,delivery;conjugated,"delivery candidate; matched derived terms: delivery, conjugated; source title: Analysis of the pharmacokinetics and efficacy of RBD1016 - A GalNAc-siRNA targeting Hepatitis B Virus X gene using semi-mechanistic PK/PD model.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Analysis of the pharmacokinetics and efficacy of RBD1016 - A GalNAc-siRNA targeting Hepatitis B Virus X gene using semi-mechanistic PK/PD model.
173,379,38773176,10.1038/s41598-024-61666-3,chemistry,ASO,PubMed abstract sentence 4,modified;phosphorothioate,"chemistry candidate; matched derived terms: modified, phosphorothioate; source title: Introduction of sugar-modified nucleotides into CpG-containing antisense oligonucleotides inhibits TLR9 activation.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Introduction of sugar-modified nucleotides into CpG-containing antisense oligonucleotides inhibits TLR9 activation.
176,386,38742636,10.1093/nar/gkae350,chemistry,siRNA,PubMed abstract sentence 5,galnac;lna;conjugate,"chemistry candidate; matched derived terms: galnac, lna, conjugate; source title: Evaluating the oral delivery of GalNAc-conjugated siRNAs in rodents and non-human primates.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Evaluating the oral delivery of GalNAc-conjugated siRNAs in rodents and non-human primates.
177,387,38742636,10.1093/nar/gkae350,delivery,siRNA,PubMed abstract sentence 8,delivery;galnac;conjugated,"delivery candidate; matched derived terms: delivery, galnac, conjugated; source title: Evaluating the oral delivery of GalNAc-conjugated siRNAs in rodents and non-human primates.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Evaluating the oral delivery of GalNAc-conjugated siRNAs in rodents and non-human primates.
181,395,38155279,10.1007/s11427-023-2434-8,chemistry,siRNA,PubMed abstract sentence 8,galnac;lna;conjugate,"chemistry candidate; matched derived terms: galnac, lna, conjugate; source title: Targeting lncRNA16 by GalNAc-siRNA conjugates facilitates chemotherapeutic sensibilization via the HBB/NDUFAF5/ROS pathway.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Targeting lncRNA16 by GalNAc-siRNA conjugates facilitates chemotherapeutic sensibilization via the HBB/NDUFAF5/ROS pathway.
182,396,38155279,10.1007/s11427-023-2434-8,delivery,siRNA,PubMed abstract sentence 8,galnac;conjugated,"delivery candidate; matched derived terms: galnac, conjugated; source title: Targeting lncRNA16 by GalNAc-siRNA conjugates facilitates chemotherapeutic sensibilization via the HBB/NDUFAF5/ROS pathway.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Targeting lncRNA16 by GalNAc-siRNA conjugates facilitates chemotherapeutic sensibilization via the HBB/NDUFAF5/ROS pathway.
183,399,37980543,10.1016/j.ymthe.2023.11.012,chemistry,siRNA,PubMed abstract sentence 6,galnac;lna;conjugate,"chemistry candidate; matched derived terms: galnac, lna, conjugate; source title: GalNAc-conjugated siRNA targeting the DNAJB1-PRKACA fusion junction in fibrolamellar hepatocellular carcinoma.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,GalNAc-conjugated siRNA targeting the DNAJB1-PRKACA fusion junction in fibrolamellar hepatocellular carcinoma.
